device,platform,day,Test Size,maxspflops,maxdpflops,gmem_readbw,gmem_writebw,gmem_readbw_strided,gmem_writebw_strided,lmem_readbw,lmem_writebw,tex_readbw,bspeed_download,bspeed_readback,fft_sp,ifft_sp,fft_sp_pcie,ifft_sp_pcie,fft_dp,ifft_dp,fft_dp_pcie,ifft_dp_pcie,sgemm_n,sgemm_t,sgemm_n_pcie,sgemm_t_pcie,dgemm_n,dgemm_t,dgemm_n_pcie,dgemm_t_pcie,md_sp_flops,md_sp_bw,md_sp_flops_pcie,md_sp_bw_pcie,md_dp_flops,md_dp_bw,md_dp_flops_pcie,md_dp_bw_pcie,reduction,reduction_pcie,reduction_dp,reduction_dp_pcie,scan,scan_pcie,scan_dp,scan_dp_pcie,sort,sort_pcie,spmv_csr_scalar_sp,spmv_csr_vector_sp,spmv_ellpackr_sp,spmv_csr_scalar_dp,spmv_csr_vector_dp,spmv_ellpackr_dp,stencil,stencil_dp,s3d,s3d_pcie,s3d_dp,s3d_dp_pcie,triad_bw,ocl_kernel,ocl_queue,bfs,bfs_pcie,bfs_teps,md5hash
m2070ecc,nvocl40,5/1/2010,,1005.7,505.552,88.2796,99.9461,15.001,3.64017,371.974,449.076,70.8579,6.00791,6.63018,56.2592,54.0958,21.0273,20.7176,22.5527,18.7746,9.62242,8.86156,411.512,405.025,363.211,358.15,167.941,162.995,138.078,134.721,,23.3595,,11.5282,,22.9823,,14.2835,88.7084,5.62333,89.4625,5.62603,25.9022,2.78418,18.4256,2.66719,0.29402,0.268691,0.683487,4.55666,7.06629,0.640509,3.62718,4.05471,3.96531,5.58987,44.2485,34.0192,21.1773,16.513,5.64661,0.002835,0.0200568,,,,
m2070ecc,nvocl40,5/2/2010,,1005.7,505.552,88.2796,99.9461,15.001,3.64017,371.974,449.076,70.8579,6.00791,6.63018,56.2592,54.0958,21.0273,20.7176,22.5527,18.7746,9.62242,8.86156,411.512,405.025,363.211,358.15,167.941,162.995,138.078,134.721,,23.3595,,11.5282,,22.9823,,14.2835,88.7084,5.62333,89.4625,5.62603,25.9022,2.78418,18.4256,2.66719,0.29402,0.268691,0.683487,4.55666,7.06629,0.640509,3.62718,4.05471,3.96531,5.58987,44.2485,34.0192,21.1773,16.513,5.64661,0.002835,0.0200568,,,,
m2070ecc,nvocl41,5/1/2010,,1007.4,509.373,88.3964,99.597,14.3985,3.6355,390.411,456.374,86.4876,6.01098,6.63311,60.8438,60.1692,21.7138,21.6272,12.9309,13.0804,7.32242,7.37014,413.255,397.558,364.953,352.657,179.59,171.507,145.886,140.51,,23.3378,,11.522,,22.7889,,14.2083,88.3758,5.62497,89.1821,5.62773,25.4866,2.77934,19.5263,2.68912,0.346304,0.311695,1.47705,9.60488,7.94673,1.24221,6.85691,6.16913,52.4135,29.254,44.2091,33.875,21.1459,16.2648,5.79789,0.003323,0.00553075,1.00116,0.88068,3.50E+07,
m2070ecc,nvocl41,5/2/2010,,1007.4,509.373,88.3964,99.597,14.3985,3.6355,390.411,456.374,86.4876,6.01098,6.63311,60.8438,60.1692,21.7138,21.6272,12.9309,13.0804,7.32242,7.37014,413.255,397.558,364.953,352.657,179.59,171.507,145.886,140.51,,23.3378,,11.522,,22.7889,,14.2083,88.3758,5.62497,89.1821,5.62773,25.4866,2.77934,19.5263,2.68912,0.346304,0.311695,1.47705,9.60488,7.94673,1.24221,6.85691,6.16913,52.4135,29.254,44.2091,33.875,21.1459,16.2648,5.79789,0.003323,0.00553075,1.00116,0.88068,3.50E+07,
m2070ecc,nvocl50,5/1/2010,,1007.29,509.369,91.9339,100.578,14.1401,3.88551,392.19,469.638,77.8469,5.56495,3.25864,70.5873,68.9673,20.5775,20.4375,17.9048,16.9482,8.68029,8.4491,413.346,407.462,340.721,336.702,179.707,170.309,139.067,133.376,,23.7931,,10.058,,23.777,,12.8101,90.7625,4.56711,91.5038,4.56935,25.6868,1.29329,19.9378,1.27491,0.275117,0.228882,1.55261,8.85582,7.23637,1.26475,6.05007,5.58352,74.0053,37.0582,45.3244,33.1558,21.5519,16.0353,3.06774,0.00817508,0.0053595,1.02161,0.829667,3.17E+07,
m2070ecc,nvocl50,5/2/2010,,1007.29,509.369,91.9339,100.578,14.1401,3.88551,392.19,469.638,77.8469,5.56495,3.25864,70.5873,68.9673,20.5775,20.4375,17.9048,16.9482,8.68029,8.4491,413.346,407.462,340.721,336.702,179.707,170.309,139.067,133.376,,23.7931,,10.058,,23.777,,12.8101,90.7625,4.56711,91.5038,4.56935,25.6868,1.29329,19.9378,1.27491,0.275117,0.228882,1.55261,8.85582,7.23637,1.26475,6.05007,5.58352,74.0053,37.0582,45.3244,33.1558,21.5519,16.0353,3.06774,0.00817508,0.0053595,1.02161,0.829667,3.17E+07,
m2090,best,5/1/2010,,1309.42,660.853,106.633,116.822,18.0358,3.56195,506.142,606.407,118.642,6.00853,6.651,342.392,342.859,30.6882,30.6919,161.977,162.116,15.2823,15.2835,814.72,909.897,682.482,748.026,408.366,407.835,307.099,306.799,0,32.1498,0,13.245,0,37.0634,0,18.2138,112.287,5.69294,111.187,5.68116,34.2124,2.85109,24.6882,2.77016,2.09615,1.25553,1.73399,11.3676,13.1732,1.77781,10.1714,9.21992,108.902,49.9913,55.5352,47.6876,31.2,26.3451,7.09396,0.003077,0.0167347,1.29224,1.09826,43205800,
m2090,best,5/2/2010,,1309.42,660.853,106.633,116.822,18.0358,3.56195,506.142,606.407,118.642,6.00853,6.651,342.392,342.859,30.6882,30.6919,161.977,162.116,15.2823,15.2835,814.72,909.897,682.482,748.026,408.366,407.835,307.099,306.799,0,32.1498,0,13.245,0,37.0634,0,18.2138,112.287,5.69294,111.187,5.68116,34.2124,2.85109,24.6882,2.77016,2.09615,1.25553,1.73399,11.3676,13.1732,1.77781,10.1714,9.21992,108.902,49.9913,55.5352,47.6876,31.2,26.3451,7.09396,0.003077,0.0167347,1.29224,1.09826,43205800,
m2090,cuda40,5/1/2010,,1303.49,652.843,106.633,116.822,14.6475,3.55058,476.606,606.407,117.575,6.00128,6.57916,342.392,342.859,30.6882,30.6919,161.977,162.116,15.2823,15.2835,770.726,766.038,627.085,623.978,387.873,386.55,281.202,280.506,,31.8666,,12.0629,,37.0634,,17.2703,112.287,5.65563,111.187,5.65416,34.168,2.991(estimated),24.6781,2.894(estimated),2.09615,1.25553,0.833876,11.3676,11.2333,0.813112,10.1442,8.2619,2.80449,3.96582,52.6228,45.4918,29.1987,24.8885,7.01291,,,,,,
m2090,cuda40,5/2/2010,,1303.49,652.843,106.633,116.822,14.6475,3.55058,476.606,606.407,117.575,6.00128,6.57916,342.392,342.859,30.6882,30.6919,161.977,162.116,15.2823,15.2835,770.726,766.038,627.085,623.978,387.873,386.55,281.202,280.506,,31.8666,,12.0629,,37.0634,,17.2703,112.287,5.65563,111.187,5.65416,34.168,2.991(estimated),24.6781,2.894(estimated),2.09615,1.25553,0.833876,11.3676,11.2333,0.813112,10.1442,8.2619,2.80449,3.96582,52.6228,45.4918,29.1987,24.8885,7.01291,,,,,,
m2090,cuda41,5/1/2010,,1309.42,660.697,106.485,116.174,10.5352,3.56195,490.232,564.728,118.642,6.00853,6.57797,210.651,155.185,29.1069,27.737,159.817,109.639,15.2674,14.6279,814.72,909.897,682.482,748.026,408.366,407.835,307.099,306.799,,32.1498,,13.245,,35.3467,,18.2138,111.094,5.65563,110.605,5.65621,34.2124,2.992(estimated),24.6882,2.894(estimated),1.99978,1.22049,1.65976,11.2593,13.1732,1.77781,10.1714,9.21992,103.407,42.9421,55.5352,47.6876,31.2,26.3451,7.09396,,,0.695198,0.604013,4.03E+07,
m2090,cuda41,5/2/2010,,1309.42,660.697,106.485,116.174,10.5352,3.56195,490.232,564.728,118.642,6.00853,6.57797,210.651,155.185,29.1069,27.737,159.817,109.639,15.2674,14.6279,814.72,909.897,682.482,748.026,408.366,407.835,307.099,306.799,,32.1498,,13.245,,35.3467,,18.2138,111.094,5.65563,110.605,5.65621,34.2124,2.992(estimated),24.6882,2.894(estimated),1.99978,1.22049,1.65976,11.2593,13.1732,1.77781,10.1714,9.21992,103.407,42.9421,55.5352,47.6876,31.2,26.3451,7.09396,,,0.695198,0.604013,4.03E+07,
m2090,nvocl40,5/1/2010,,1307.19,655.091,105.739,114.937,18.0358,3.49383,482.196,582.13,116.121,5.99828,6.648,61.1857,57.824,21.6346,21.1989,25.1658,20.5995,10.0576,9.23911,533.961,524.569,443.507,437.052,216.139,210.804,169.067,165.797,,27.9633,,12.531,,28.252,,16.1353,110.133,5.68318,106.532,5.67108,32.2149,2.84932,24.2608,2.76936,0.483399,0.418644,0.82419,11.2128,8.3511,0.790351,9.86043,7.40573,3.03866,4.1823,52.1416,38.5373,25.3024,18.4881,5.71248,0.003077,0.0167347,,,,
m2090,nvocl40,5/2/2010,,1307.19,655.091,105.739,114.937,18.0358,3.49383,482.196,582.13,116.121,5.99828,6.648,61.1857,57.824,21.6346,21.1989,25.1658,20.5995,10.0576,9.23911,533.961,524.569,443.507,437.052,216.139,210.804,169.067,165.797,,27.9633,,12.531,,28.252,,16.1353,110.133,5.68318,106.532,5.67108,32.2149,2.84932,24.2608,2.76936,0.483399,0.418644,0.82419,11.2128,8.3511,0.790351,9.86043,7.40573,3.03866,4.1823,52.1416,38.5373,25.3024,18.4881,5.71248,0.003077,0.0167347,,,,
m2090,nvocl41,5/1/2010,,1307.93,660.853,106.451,115.033,17.3529,3.48483,506.142,591.712,117.166,6.00805,6.651,62.3983,61.8171,21.8892,21.8172,13.4048,13.5131,7.46943,7.50295,536.099,515.416,457.56,442.395,233.24,222.477,179.436,172.986,,27.9589,,12.5433,,27.6499,,15.9521,110.616,5.69294,106.598,5.68116,32.2384,2.85109,24.2492,2.77016,0.461324,0.402014,1.73399,11.2004,9.90469,1.59436,8.38771,8.03599,108.902,49.9913,52.0575,38.2325,25.2439,18.7495,5.85535,0.00286,0.005602,1.29224,1.09826,4.32E+07,
m2090,nvocl41,5/2/2010,,1307.93,660.853,106.451,115.033,17.3529,3.48483,506.142,591.712,117.166,6.00805,6.651,62.3983,61.8171,21.8892,21.8172,13.4048,13.5131,7.46943,7.50295,536.099,515.416,457.56,442.395,233.24,222.477,179.436,172.986,,27.9589,,12.5433,,27.6499,,15.9521,110.616,5.69294,106.598,5.68116,32.2384,2.85109,24.2492,2.77016,0.461324,0.402014,1.73399,11.2004,9.90469,1.59436,8.38771,8.03599,108.902,49.9913,52.0575,38.2325,25.2439,18.7495,5.85535,0.00286,0.005602,1.29224,1.09826,4.32E+07,
nehalem,amdocl24,5/1/2010,,60.4439,34.0405,0.982056,0.560245,26.9335,30.9136,29.0877,65.9167,18.9891,11.9156,11.9156,2.54101,2.61789,2.26291,2.32369,2.40138,2.51156,1.94928,2.02126,8.83629,5.42925,8.74244,5.3933,6.80917,4.2589,6.60271,4.17173,,3.66859,,2.21135,,6.19223,,3.65898,3.82604,1.1053,6.06686,1.16675,0.079986,0.0737298,0.155186,0.133471,0.000740873,0.000740354,7.51798,0.18341,1.53183,3.99457,0.179412,0.826964,,,1.03401,1.02228,1.17656,1.14888,1.27687,0.06684,0.109758,,,,
nehalem,amdocl24,5/2/2010,,60.4439,34.0405,0.982056,0.560245,26.9335,30.9136,29.0877,65.9167,18.9891,11.9156,11.9156,2.54101,2.61789,2.26291,2.32369,2.40138,2.51156,1.94928,2.02126,8.83629,5.42925,8.74244,5.3933,6.80917,4.2589,6.60271,4.17173,,3.66859,,2.21135,,6.19223,,3.65898,3.82604,1.1053,6.06686,1.16675,0.079986,0.0737298,0.155186,0.133471,0.000740873,0.000740354,7.51798,0.18341,1.53183,3.99457,0.179412,0.826964,,,1.03401,1.02228,1.17656,1.14888,1.27687,0.06684,0.109758,,,,
nehalem,best,5/1/2010,,60.4439,34.0405,0.982056,0.560245,26.9335,30.9136,29.0877,65.9167,18.9891,11.9156,11.9156,2.54101,2.61789,2.26291,2.32369,2.40138,2.51156,1.94928,2.02126,8.83629,5.42925,8.74244,5.3933,6.80917,4.2589,6.60271,4.17173,,3.66859,,2.21135,,6.19223,,3.65898,3.82604,1.1053,6.06686,1.16675,0.079986,0.0737298,0.155186,0.133471,0.000740873,0.000740354,7.51798,0.18341,1.53183,3.99457,0.179412,0.826964,,,1.03401,1.02228,1.17656,1.14888,1.27687,0.06684,0.109758,,,,
nehalem,best,5/2/2010,,60.4439,34.0405,0.982056,0.560245,26.9335,30.9136,29.0877,65.9167,18.9891,11.9156,11.9156,2.54101,2.61789,2.26291,2.32369,2.40138,2.51156,1.94928,2.02126,8.83629,5.42925,8.74244,5.3933,6.80917,4.2589,6.60271,4.17173,,3.66859,,2.21135,,6.19223,,3.65898,3.82604,1.1053,6.06686,1.16675,0.079986,0.0737298,0.155186,0.133471,0.000740873,0.000740354,7.51798,0.18341,1.53183,3.99457,0.179412,0.826964,,,1.03401,1.02228,1.17656,1.14888,1.27687,0.06684,0.109758,,,,
sb00,best,5/1/2010,,96.7371,82.753,2.1699,0.318715,39.2765,37.8685,37.463,50.883,6.09625,15.2738,14.5785,2.77909,2.69689,2.39939,2.33787,1.15724,1.13077,1.02312,1.00237,35.3019,24.136,34.7934,23.8984,19.1865,16.1827,18.5445,15.7468,,10.8099,,6.76667,,5.69316,,4.8211,2.25403,2.25387,4.48158,4.48109,1.28175,1.10578,2.15707,1.70928,0.0148506,0.0148242,4.55069,0.941866,0.462384,3.02647,0.861466,0.507515,4.18462,3.92932,2.44923,2.44149,2.45486,2.43995,7.84328,0.0111102,0.0215021,0.0391015,0.0390764,1.63E+06,
sb00,best,5/2/2010,,96.7371,82.753,2.1699,0.318715,39.2765,37.8685,37.463,50.883,6.09625,15.2738,14.5785,2.77909,2.69689,2.39939,2.33787,1.15724,1.13077,1.02312,1.00237,35.3019,24.136,34.7934,23.8984,19.1865,16.1827,18.5445,15.7468,,10.8099,,6.76667,,5.69316,,4.8211,2.25403,2.25387,4.48158,4.48109,1.28175,1.10578,2.15707,1.70928,0.0148506,0.0148242,4.55069,0.941866,0.462384,3.02647,0.861466,0.507515,4.18462,3.92932,2.44923,2.44149,2.45486,2.43995,7.84328,0.0111102,0.0215021,0.0391015,0.0390764,1.63E+06,
sb00,intel15,5/1/2010,,96.7371,82.753,2.1699,0.318715,39.2765,37.8685,37.463,50.883,6.09625,15.2738,14.5785,2.77909,2.69689,2.39939,2.33787,1.15724,1.13077,1.02312,1.00237,35.3019,24.136,34.7934,23.8984,19.1865,16.1827,18.5445,15.7468,,10.8099,,6.76667,,5.69316,,4.8211,2.25403,2.25387,4.48158,4.48109,1.28175,1.10578,2.15707,1.70928,0.0148506,0.0148242,4.55069,0.941866,0.462384,3.02647,0.861466,0.507515,4.18462,3.92932,2.44923,2.44149,2.45486,2.43995,7.84328,0.0111102,0.0215021,0.0391015,0.0390764,1.63E+06,
sb00,intel15,5/2/2010,,96.7371,82.753,2.1699,0.318715,39.2765,37.8685,37.463,50.883,6.09625,15.2738,14.5785,2.77909,2.69689,2.39939,2.33787,1.15724,1.13077,1.02312,1.00237,35.3019,24.136,34.7934,23.8984,19.1865,16.1827,18.5445,15.7468,,10.8099,,6.76667,,5.69316,,4.8211,2.25403,2.25387,4.48158,4.48109,1.28175,1.10578,2.15707,1.70928,0.0148506,0.0148242,4.55069,0.941866,0.462384,3.02647,0.861466,0.507515,4.18462,3.92932,2.44923,2.44149,2.45486,2.43995,7.84328,0.0111102,0.0215021,0.0391015,0.0390764,1.63E+06,
haswellgt2,intelbgnt1,12/1/2014,4,326.266,,,,,,,,,13.2664,17.156,1.41023,1.50856,1.33622,1.42418,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.10097,,,,,,7.31514,0.0221313,,,,,
haswell,intel44,12/1/2014,4,419.65,209.889,5.62128,4.77288,39.0209,46.4155,48.2466,57.8717,16.7418,16.3724,16.089,15.7925,15.4169,6.5924,6.52603,12.3262,12.0197,3.85664,3.82611,79.7533,72.76,77.1935,70.3527,40.0774,29.745,37.5192,28.3423,,12.4486,,8.24029,,15.1707,,11.132,10.1281,4.00889,20.9829,5.0261,4.2083,1.77268,4.88797,1.87756,0.106661,0.102885,2.30719,0.387665,0.24274,,,,5.98417,5.55123,7.40701,7.2388,4.5231,4.39667,8.3263,0.00791575,0.0137501,0.174061,0.169581,7.17E+06,0.377935
gtxtitan,cuda60,11/11/2014,,4080.85,1532.56,251.709,238.683,20.9823,13.1125,1099.74,1032.95,240.802,6.1477,5.71811,657.33,657.667,32.6468,32.6513,329.428,329.028,16.3369,16.3385,3429.86,3454.76,1864.77,1872.11,1314.36,1389.77,637.188,654.402,,190.207,,20.7342,,114.475,,28.896,158.743,5.89695,227.003,5.96761,63.188,2.81575,52.0634,2.8028,3.36195,1.57437,4.00275,24.7912,23.1547,3.96066,22.1608,17.7765,131.617,58.1714,116.27,85.0161,68.2068,47.6626,5.90594,,,1.31253,1.02758,7.81E+07,3.75289
gtxtitan,nvocl60,11/11/2014,,4118.84,1535.3,239.496,250.617,22.6495,14.803,995.809,1058.84,237.376,6.14981,5.71908,116.284,115.233,14.5319,14.5153,56.597,49.6051,7.25825,7.12938,717.615,828.337,582.118,652.891,426.096,467.186,274.26,290.703,,78.0179,,17.8906,,66.2424,,24.2747,196.565,5.95515,231.578,5.99012,47.9455,2.78312,47.3988,2.78039,0.613013,0.507878,4.20763,19.8631,16.783,3.84183,18.1989,15.7256,165.471,79.8521,120.686,76.7596,56.4916,36.9523,5.78046,0.000120144,0.00491,2.06037,1.60192,7.78E+07,2.55077
jetsontk1,cuda60,9/15/2014,,304.606,13.604,12.5845,11.5976,1.63557,2.99754,97.6909,102.433,22.175,6.57516,6.56925,10.1257,10.184,5.66957,5.9488,2.7231,2.64377,1.66054,1.62867,49.0667,44.6339,18.226,17.5775,5.78408,5.79041,3.78071,3.78341,,4.22957,,3.37424,,5.70263,,4.7578,9.62747,2.08538,12.5204,2.56219,3.90488,1.21605,3.52316,1.31614,0.199734,0.183499,0.492389,0.340533,0.453487,0.283615,0.342228,0.355138,8.6403,3.09832,4.49451,4.26726,2.95241,2.85801,1.40912,,,0.0161481,0.010195,358236,0.268372
K40_Intel,cuda60,11/7/2014,4,3700.76,1407.31,176.15,175.443,18.0628,7.25555,1117.16,1197.13,210.491,4.8063,1.92868,467.554,464.79,25.5024,25.5033,251.346,251.553,12.7983,12.8027,3090.4,3102.19,1275.43,1277.43,1159.49,1224.84,456.433,466.225,,166.435,,15.7609,,96.0067,,21.842,159,4.63668,172.088,4.64683,48.686,1.32487,43.7549,1.32176,3.06847,0.944965,2.47083,18.3966,17.5093,2.27208,16.0967,13.0504,123.754,57.5972,96.0091,58.3697,51.5685,30.4962,3.70647,,,1.24298,0.868105,7.31E+07,2.8123
K40_Intel,nvocl60,11/7/2014,4,3759.41,1413.9,175.966,190.018,20.8147,7.01154,1099.15,1072.2,207.672,4.80703,1.91005,86.1346,85.1258,7.05554,7.0487,40.5072,38.8195,3.50988,3.49671,709.469,804.309,507.454,554.126,408.828,446.686,213.057,222.928,,69.2227,,13.8203,,57.6949,,18.6498,157.445,4.64779,168.36,4.65694,40.5266,1.32043,40.0483,1.31909,0.550231,0.391957,2.96946,16.972,14.6396,2.20457,15.1406,13.5362,158.293,76.3012,90.6906,52.884,41.9136,25.243,3.10307,0.0117503,0.0054035,1.8822,1.31768,7.07E+07,2.79463
gtx750TiSC,cuda60,11/12/2014,2,1680.98,53.2886,80.0034,74.2509,21.007,12.1366,673.906,820.312,170.183,6.26285,6.39602,172.637,181.522,27.8788,28.7141,28.9733,28.2768,10.6477,10.6699,911.211,873.631,486.071,475.168,39.7293,39.557,35.0917,34.9572,,65.0526,,17.0659,,30.5547,,17.0759,72.5006,5.60331,73.4246,5.60493,23.5078,2.74119,20.4778,2.70003,1.50852,1.0172,2.29781,9.84319,5.60304,1.88265,7.28339,3.72342,72.7596,19.1713,26.1438,24.1872,14.2721,13.1207,6.20869,,,0.331733,0.277524,1.15E+07,1.44116
gtx750TiSC,cuda60,11/12/2014,4,1681.66,53.3038,80.0446,74.3616,21.262,12.0894,675.011,820.237,170.425,6.26105,6.39617,192.078,201.742,29.7166,29.9694,29.8641,29.2184,11.0708,10.9846,841.108,889.164,701.809,734.951,45.5357,45.5346,43.9718,43.9708,,72.316,,17.8205,,31.7071,,17.5798,75.9377,5.75551,77.5165,5.76417,24.1016,2.78851,21.2636,2.74772,1.53358,1.03233,2.76079,10.3641,12.6912,2.25335,8.21562,8.48376,77.3476,19.6701,26.7228,24.7598,15.1939,13.9409,6.19929,,,0.523661,0.473357,3.21E+07,1.61814
gtx750TiSC,nvocl60,11/12/2014,4,1682.08,53.289,77.1282,70.6464,20.8613,12.1419,722.477,847.645,116.529,6.26273,6.39636,74.7926,69.7959,14.3609,14.1661,9.08898,7.94472,4.49344,4.19475,402.124,405.235,357.383,359.839,40.9134,40.9862,38.9249,38.9921,,79.0168,,18.2309,,34.053,,18.2259,76.2094,5.7737,77.5313,5.78249,22.0985,2.76523,20.9285,2.74595,0.271217,0.249785,2.7317,7.88931,8.20759,2.34424,6.93825,6.93109,89.0858,21.8492,43.5396,38.0487,12.8754,11.8882,5.77217,0.000112433,0.00349,0.848232,0.762106,3.40E+07,1.31439
w9100,best,1/21/2015,4,4972.65,2203.09,285.915,230.926,90.7085,9.4249,2033.98,444.877,224.469,6.32662,1.90867,476.147,474.916,8.07134,8.07098,119.699,122.557,3.97116,3.97423,578.242,325.088,449.242,280.119,149.577,240.053,111.875,162.636,223.759,171.482,27.9785,21.4419,92.6412,124.349,17.9233,24.0578,146.208,6.03471,166.689,6.08822,35.9763,1.40833,40.3933,1.41487,0.0741558,0.0705817,2.16458,23.1441,6.53052,2.11766,12.8009,5.74741,181.772,99.526,15.1324,13.7681,7.24844,6.58663,4.17789,0.042249,0.0862822,4.7837,2.31634,9.29548e+07,6.30177
